열1,text,original,pos,pos_word,neg,neg_word,senti_score,sigmoid,predict,일치여부
201,나 구청 배 수영대회에서 메달 땄어!,긍정,0,[],0,[],0,0.500 ,부정,X
202,아들이 시험 성적이 크게 떨어졌다고 방에서 울고 있어. 나도 그걸 보니까 슬퍼지네.,부정,0,[],0,[],0,0.500 ,부정,O
203,결핵으로 입원한 친구의 병문안을 가야 할지 고민 중이야.,부정,1,['친구'],1,['고민'],0,0.500 ,부정,O
204,내 동생만 귀염받아서 질투가 나.,중립,0,[],1,['질투'],-1,0.269 ,부정,X
205,며칠 전부터 누나가 집에 안 들어오고 우리 집에는 경찰이 왔다 갔다 하고 있어.,부정,0,[],0,[],0,0.500 ,부정,O
206,수업 듣는데 내가 마시던 음료수를 친구가 입대고 마셔서 당황했어.,중립,1,['친구'],1,['당황'],0,0.500 ,부정,X
207,요즘 코로나 때문에 다들 걱정하고 있지만 난 걱정이 안 되네.,부정,0,[],3,"['걱정', '걱정', '안']",-3,0.047 ,부정,O
208,요즘 남편의 건강 때문에 고민이 많아.,부정,1,['건강'],1,['고민'],0,0.500 ,부정,O
209,전에부터 다니던 병원의 담당의사가 갈 때마다 잔소리를 너무 해서 병원을 옮겼어.,부정,0,[],1,['잔소리'],-1,0.269 ,부정,O
210,드디어 친구와 화해했어!,긍정,2,"['드디어', '친구']",0,[],2,0.881 ,긍정,O
211,친구들이 날 따돌리기 시작했어. 너무 화가 나!,부정,1,['친구'],1,['화'],0,0.500 ,부정,O
212,폐결핵 진단을 받았는데 병원비가 많이 나와서 너무 힘들어.,부정,0,[],0,[],0,0.500 ,부정,O
213,내가 용돈 벌이를 못 해서 자식들이 나를 원망할까 봐 걱정된다.,부정,0,[],2,"['못', '걱정']",-2,0.119 ,부정,O
214,결혼하고 출산까지 하면서 친구들이랑 멀어져서 슬퍼.,중립,1,['친구'],0,[],1,0.731 ,긍정,X
215,출산 후 남편이 수고했다며 병실에서 이벤트를 열어주어서 너무 기뻐.,긍정,0,[],0,[],0,0.500 ,부정,X
216,임신에 대해 부담이 강했었는데 계획을 차차 세우기로 해서 너무 기뻐.,긍정,0,[],1,['부담'],-1,0.269 ,부정,X
217,아빠가 나를 부르더니 아무런 말씀도 없이 회초리를 꺼내셔서 불안했어.,부정,0,[],1,['없이'],-1,0.269 ,부정,O
218,동무랑 오래 걷기 승부를 했어.,중립,0,[],0,[],0,0.500 ,부정,X
219,친구 때문에 너무 당황스러워서 어떻게 해야 할지 모르겠어.,중립,1,['친구'],1,['당황'],0,0.500 ,부정,X
220,딸에게 남들 다 신는 브랜드 신발 하나도 못 사주는 가난한 아빠라는 소리를 들었어.,부정,0,[],1,['못'],-1,0.269 ,부정,O
221,"정년퇴직하고 만성질환은 없지만, 노후를 걱정하고 있어.",부정,0,[],2,"['만성질환', '걱정']",-2,0.119 ,부정,O
222,요즘 모아 놓은 돈이 없는 딸을 보니 배신감이 드는 것 같아.,부정,0,[],0,[],0,0.500 ,부정,O
223,친구가 나한테 성적이 낮다고 말해서 자존심이 상하고 기분이 좋지 않아.,부정,2,"['친구', '기분']",0,[],2,0.881 ,긍정,X
224,중학교 이 학년 때 같은 반 친구에게 메시지를 보내도 답장이 안 와서 슬퍼.,부정,1,['친구'],2,"['반', '안']",-1,0.269 ,부정,O
225,친구랑 만나는게 요새 너무 힘들어.,긍정,1,['친구'],0,[],1,0.731 ,긍정,O
226,성적표를 받고서 집에 온 날에는 밥을 먹기가 꺼려져.,중립,0,[],0,[],0,0.500 ,부정,X
227,주변 친구들이 남자친구한테 받은 선물들을 자랑할 때면 나도 그러고 싶지 않지만 괜히 질투가 나.,중립,3,"['친구', '친구', '선물']",2,"['괜히', '질투']",1,0.731 ,긍정,X
228,항상 아픈 날 돌봐준 남편이 병에 걸렸는데 돈이 없어서 치료를 못했어.,부정,0,[],1,['병'],-1,0.269 ,부정,O
229,아들이 성격이 너무 내성적이어서 사회에 잘 적응할지 걱정스러워. 여러 사람이랑 어울리기보단 혼자 있는걸 더 선호해서 걱정이야.,부정,0,[],3,"['걱정', '혼자', '걱정']",-3,0.047 ,부정,O
230,나 혼자 가족이라는 무리에서 고립된 느낌이야.,부정,1,['가족'],1,['혼자'],0,0.500 ,부정,O
231,아버지가 할머니는 이제 집에 안 오신다고 했어.,부정,0,[],1,['안'],-1,0.269 ,부정,O
232,가끔씩 남자 친구가 공공장소에서 애정 표현을 하는데 그럴 때마다 조금 난처해.,중립,1,['친구'],0,[],1,0.731 ,긍정,X
233,친구가 많이 아프다고 해서 학원을 안 가고 친구 병문안을 갔는데 엄마가 화를 냈어.,중립,2,"['친구', '친구']",1,['안'],1,0.731 ,긍정,X
234,출산일이 다가오니 몸이 너무 무겁고 힘들어. 근데 남편이 집안일을 도와주지도 않아.,중립,0,[],0,[],0,0.500 ,부정,X
235,좋아하는 선배에게 고백했는데 차여서 펑펑 울었어.,부정,1,['고백'],0,[],1,0.731 ,긍정,X
236,이번엔 직장에서 인정받기 위해서 준비도 잘하고 결과도 좋았는데 회사는 인정을 안 해주네.,부정,0,[],1,['안'],-1,0.269 ,부정,O
237,나 어제 집에만 있었는데 여자친구가 오해해서 너무 억울해.,부정,1,['친구'],2,"['오해', '억울']",-1,0.269 ,부정,O
238,오늘따라 더 쓸쓸하구먼. 손자 녀석 얼굴도 내 마음대로 볼 수 없으니.,긍정,0,[],1,['쓸쓸'],-1,0.269 ,부정,X
239,옆집 김 씨가 내가 입원했다 돌아오니 갑자기 잘해줘.,긍정,1,['잘'],1,['갑자기'],0,0.500 ,부정,X
240,당뇨병 때문에 여행이 제한되는 나와 다르게 마누라는 잘도 놀러 다니네. 질투 나게.,부정,2,"['여행', '잘']",2,"['당뇨병', '질투']",0,0.500 ,부정,O
241,동맥경화로 입원까지 했는데 이곳까지 찾아오는 사람이 없구나.,부정,0,[],0,[],0,0.500 ,부정,O
242,이렇게 섭섭할 수가 있을까? 독립해서 나간 아들이 전화를 안 해.,부정,0,[],1,['안'],-1,0.269 ,부정,O
243,어제 친구가 갑자기 사망했어.,부정,1,['친구'],2,"['갑자기', '사망']",-1,0.269 ,부정,O
244,이번에 새로 이직한 회사는 텃세가 심하지 않아서 좋아.,부정,0,[],0,[],0,0.500 ,부정,O
245,요즘 청년 실업률이 너무 심각한 거 같아. 취업해야 하는데 기업들이 채용을 많이 하지를 않아.,긍정,0,[],0,[],0,0.500 ,부정,X
246,어떤 애가 나랑 친하지도 않으면서 시험 기간에만 나한테 책이랑 노트 보여달라고 해. 진짜 짜증나.,중립,0,[],0,[],0,0.500 ,부정,X
247,옆집 김 씨가 어제 술 때문에 죽었어.,부정,0,[],0,[],0,0.500 ,부정,O
248,내가 따돌림 당하는 사실이 전교로 알려 질까 봐 불안해.,부정,0,[],1,['따돌림'],-1,0.269 ,부정,O
249,재테크 상담직원에게 기분 좋은 소리를 들어서 기뻐.,중립,1,['기분'],0,[],1,0.731 ,긍정,X
250,엄마와 대화 중에 엄마는 유산을 한 번 하셨대.,부정,0,[],0,[],0,0.500 ,부정,O
251,딸이 해외로 여행 갔다가 아무 일 없이 무사히 돌아와서 안도했어.,중립,1,['여행'],1,['없이'],0,0.500 ,부정,X
252,빨리 결혼식을 하고 싶어.,중립,0,[],1,['빨리'],-1,0.269 ,부정,X
253,난 옆집 할머니를 보기만 해도 구역질이나.,부정,0,[],1,['구역질'],-1,0.269 ,부정,O
254,우리 딸은 곧 졸업인데 취직할 생각이 전혀 없는 것 같아.,중립,1,['취직'],0,[],1,0.731 ,긍정,X
255,나 진로 수업 때 선생님이 시간이 없다면서 도로 내보냈어. 좀 상처야.,중립,0,[],1,['상처'],-1,0.269 ,부정,X
256,그렇게 건강하던 사람이 어떻게 그렇게 허망하게 갈 수 있는지 비통하고 원통해.,부정,1,['건강'],0,[],1,0.731 ,긍정,X
257,우리 아들이 이번에 사업을 준비해.,중립,0,[],0,[],0,0.500 ,부정,X
258,자식들이 내 건강을 잘 챙겨줘서 이렇게 건강하게 살고 있어. 너무 행복해.,긍정,3,"['건강', '잘', '건강']",0,[],3,0.953 ,긍정,O
259,내 나이에 마케팅 직무를 감당하기는 쉽지 않을 거 같다는 열등감이 들어.,부정,0,[],1,['나이'],-1,0.269 ,부정,O
260,정년퇴직하고 나서 일자리를 알아봤는데 마땅한 게 없어 걱정이라네.,부정,0,[],1,['걱정'],-1,0.269 ,부정,O
261,매일 학교 수업 듣기가 너무 성가셔. 어차피 학원에서 다 배우는데 말이야.,중립,0,[],0,[],0,0.500 ,부정,X
262,친한 사이에 모바일 청첩장만 보내는 건 아니지 않아? 정말 정이 뚝 떨어지더라.,부정,0,[],0,[],0,0.500 ,부정,O
263,어제는 일하다가 몹시 힘들었는데 나도 모르게 소리를 질렀다니까.,부정,0,[],0,[],0,0.500 ,부정,O
264,연금은 칠십 세부터 받는데 정년퇴직은 육십이 세라 그사이에 수입이 없어서 걱정이야.,부정,0,[],1,['걱정'],-1,0.269 ,부정,O
265,지난번 횡단보도를 급하게 뛰어가다가 넘어졌는데 병원에 갔더니 실금이 갔다네.,부정,0,[],0,[],0,0.500 ,부정,O
266,아내가 사고 싶어 하던 그릇이 있었는데 내가 안 된다고 했어. 아내가 속상했을까 봐 마음이 찜찜해.,중립,1,['마음'],1,['안'],0,0.500 ,부정,X
267,면접 봤던 회사에서 합격 전화가 왔어.,긍정,1,['합격'],0,[],1,0.731 ,긍정,O
268,다리가 아프고 피곤한데 아내가 등산을 가자고 해서 짜증이 나.,부정,0,[],1,['짜증'],-1,0.269 ,부정,O
269,지도교수님이 추천서를 써주기로 했는데 아직 연락이 없어서 조급해. 나는 급한데 언제 해주신다고 확답이 없으니 답답해.,부정,0,[],0,[],0,0.500 ,부정,O
270,옆 자리 동료가 안 받는 회사 전화를 자꾸 내가 받게 되어 귀찮아.,부정,1,['동료'],1,['안'],0,0.500 ,부정,O
271,남자친구가 바람을 피워서 헤어졌어. 밥도 먹기 싫고 아무것도 하기 싫다.,부정,1,['친구'],2,"['바람', '아무것']",-1,0.269 ,부정,O
272,도대체 사람들이 왜 그러는지 당황스러워.,부정,0,[],2,"['왜', '당황']",-2,0.119 ,부정,O
273,좀 더 오래 건강하게 잘 살아야 할텐데 요즘 부쩍 안달이 나네.,긍정,2,"['건강', '잘']",0,[],2,0.881 ,긍정,O
274,중간 정산한 퇴직금으로 주식투자를 했는데 큰돈을 벌어서 정말 너무너무 흥분돼.,긍정,1,['큰돈'],0,[],1,0.731 ,긍정,O
275,난 미술이나 음악 같은 예체능 과목은 잘하는데 국영수는 잘 못 해서 속상해.,중립,1,['잘'],1,['못'],0,0.500 ,부정,X
276,나이가 드니까 사람을 만날 때 조심하게 돼.,중립,0,[],1,['나이'],-1,0.269 ,부정,X
277,오늘 희망퇴직을 신청했어. 아내가 낙담할 거 같은데 앞으로가 걱정이네.,부정,0,[],2,"['퇴직', '걱정']",-2,0.119 ,부정,O
278,친구가 명품 가방 다들 하나씩 있다 고해서 이번에 무리하게 사고 말았어.,중립,1,['친구'],0,[],1,0.731 ,긍정,X
279,항암치료가 생각보다 너무 아파서 걱정이야.,부정,0,[],2,"['항암', '걱정']",-2,0.119 ,부정,O
280,은근히 질투가 나네.,부정,0,[],1,['질투'],-1,0.269 ,부정,O
281,나랑 가장 친하다고 생각했던 친구가 알고 보니 뒤에서 내 욕을 하고 다녔다는 걸 알았어.,부정,1,['친구'],1,['욕'],0,0.500 ,부정,O
282,은퇴해서 집에 있기가 바늘방석이야. 가족들 눈치에 기분이 좋지 않아.,부정,2,"['가족', '기분']",1,['눈치'],1,0.731 ,긍정,X
283,신경 쓰이는 사람이 생겨서 요즘 꾸미고 출근하기 시작했어.,긍정,0,[],1,['신경'],-1,0.269 ,부정,X
284,공장에 취업했는데 젊은 사람이 나밖에 없어서 다들 세대 차이가 느껴지니 거리감이 느껴져.,부정,0,[],0,[],0,0.500 ,부정,O
285,가져갈 게 없어서 아빠 돌아가실 때 남긴 작은 집까지 뺏어 가려 했어. 남은 엄마 어떻게 살라고.,부정,0,[],0,[],0,0.500 ,부정,O
286,요즘 재택근무를 하고 있는데 나는 화상회의 같은 시스템 사용법이 서툴러서 너무 창피해.,부정,0,[],0,[],0,0.500 ,부정,O
287,한때는 나도 잘나가던 대기업 사원이었어. 비록 지금은 그저 그런 배 나온 아저씨지만 말이야.,부정,0,[],1,['그런'],-1,0.269 ,부정,O
288,병원에서 의사가 매번 술과 담배를 끊으라고 말만 해서 너무 화가 나.,부정,0,[],1,['화'],-1,0.269 ,부정,O
289,친척 어른들이 취업했냐고 물어볼 때마다 스트레스 받아.,부정,0,[],1,['스트레스'],-1,0.269 ,부정,O
290,아들이 실업계 고등학교를 가서 빨리 취업하고 싶다고 했는데 그렇게 하라고 할 걸 그랬어.,중립,0,[],1,['빨리'],-1,0.269 ,부정,X
291,인생은 내가 죽고 싶을 때 죽을 수 있는 게 아니라 슬픈 것 같아.,부정,0,[],0,[],0,0.500 ,부정,O
292,옆집 김 씨가 무릎이 안 좋다고 해서 영양제를 나눠줬어. 고마워하는 모습을 보고 기뻤어.,긍정,0,[],1,['안'],-1,0.269 ,부정,X
293,당뇨가 있어서 아내가 요즘 저염식으로 식단을 챙겨줬더니 당뇨 수치가 많이 좋아졌어.,긍정,0,[],2,"['당뇨', '당뇨']",-2,0.119 ,부정,X
294,친구가 요즘 집안 문제로 힘들어하는데 뭐라고 조언해줄지 조심스러워.,부정,1,['친구'],1,['문제'],0,0.500 ,부정,O
295,오늘 완전 충격적인 일 있었어.,부정,0,[],0,[],0,0.500 ,부정,O
296,일할 생각은 안 하고 병에 걸린 나한테 빨리 재산 물려달라고 하는 딸이 한심해.,부정,0,[],3,"['안', '병', '빨리']",-3,0.047 ,부정,O
297,나 때문에 대리님이 크게 다치신 것 같아 죄송해.,부정,0,[],0,[],0,0.500 ,부정,O
298,친구들이 동업을 제안했는데 지병 때문에 어떻게 될지 모르는 내가 같이 하는 게 맞는 걸까?,부정,1,['친구'],0,[],1,0.731 ,긍정,X
299,남편이 내 말에 집중 안 하고 말을 못 알아들어서 답답해 죽겠어.,부정,0,[],2,"['안', '못']",-2,0.119 ,부정,O
300,내 친구는 아직 건강한데 나는 그러지가 못해서 질투가 나.,부정,2,"['친구', '건강']",1,['질투'],1,0.731 ,긍정,X
301,올해 우리 부서가 평가에서 일 등을 할 것 같아.,중립,0,[],0,[],0,0.500 ,부정,X
302,이번 건강검진에서 대장암을 판정받았어. 아들이 수험생이라 신경 쓸 것도 많은데 너무 괴로워.,부정,0,[],1,['신경'],-1,0.269 ,부정,O
303,이제 학교 가는 게 더 이상 무섭지 않게 되었어.,중립,0,[],0,[],0,0.500 ,부정,X
304,오늘 면접 전에 옆 사람이 사준 음료수를 먹고 배탈이 났어. 사람이 미워지려고 해.,부정,0,[],0,[],0,0.500 ,부정,O
305,요즘 우리 같은 중년들은 건강에 관심이 많은 편이야. 그래서 방송에 나오는 것을 따라 하곤 해.,중립,2,"['건강', '관심']",0,[],2,0.881 ,긍정,X
306,내가 병이 있는데 딸 덕분에 잘 치료받을 수 있을 거 같아.,긍정,2,"['덕분', '잘']",1,['병'],1,0.731 ,긍정,O
307,이번 달은 주사일 근무 하라더라. 이러다 월급도 밀리면 난 어떻게 해야 할지 걱정이야.,부정,0,[],1,['걱정'],-1,0.269 ,부정,O
308,아빠가 난 피아노에 재능이 있대. 그래서 나도 너무 기뻐.,긍정,0,[],0,[],0,0.500 ,부정,X
309,요즘 애들 성적 때문에 스트레스가 심해.,부정,0,[],1,['스트레스'],-1,0.269 ,부정,O
310,면접을 볼 때마다 면접관들이 나를 너무 무시하는 느낌이 드니까 면접 생각만 해도 너무 긴장해서 토할 것 같아.,부정,0,[],1,['무시'],-1,0.269 ,부정,O
311,결혼하더니 남편이 변했어.,부정,0,[],0,[],0,0.500 ,부정,O
312,왕따를 당하고 있었는데 다른 무리 친구들이 나에게 말을 걸어줘서 신이 나.,부정,1,['친구'],1,['왕따'],0,0.500 ,부정,O
313,딸이 이번에 좋은 사람과 결혼해.,중립,0,[],0,[],0,0.500 ,부정,X
314,친구가 내 차가 너무 낡았다고 비꼬아서 자식들의 도움으로 새 차로 바꿨어.,중립,1,['친구'],0,[],1,0.731 ,긍정,X
315,건강에 대해서 악의적으로 얘기하는 사람이 있는 것 같아.,중립,1,['건강'],0,[],1,0.731 ,긍정,X
316,지금 남자친구와 결혼은 하고 싶은데 출산이 필수적인지 모르겠어. 출산은 여자가 희생해야 하는 부분이 많은 것 같아.,부정,1,['친구'],0,[],1,0.731 ,긍정,X
317,요즘 들어서 스스로 너무 한심하다고 느끼고 있어.,부정,0,[],0,[],0,0.500 ,부정,O
318,건강을 잃으니 돈도 잃고 내가 갈 곳이 없어.,부정,1,['건강'],0,[],1,0.731 ,긍정,X
319,그녀에게 잘해주지 못하고 헤어진 게 후회가 돼.,부정,1,['잘'],1,['후회'],0,0.500 ,부정,O
320,내년에 남편이 은퇴를 하고 그 다음 해에는 내가 은퇴를 할 예정인데 내가 힘들면 올해까지만 다닐까 싶기도 해.,부정,0,[],0,[],0,0.500 ,부정,O
321,당뇨가 집안 내력인지 건강했던 아들도 당뇨에 걸리서 속상해.,부정,1,['건강'],2,"['당뇨', '당뇨']",-1,0.269 ,부정,O
322,진로를 어떻게 결정해야 좋을지 혼란스러워.,부정,0,[],1,['혼란'],-1,0.269 ,부정,O
323,친구들은 만나기만 하면 서로 자기 아픈 곳을 이야기하기 바빠. 어떨 때는 들어주는 것도 화가 나.,부정,1,['친구'],1,['화'],0,0.500 ,부정,O
324,아르바이트생 중에서 나만 명문대 출신이라 눈치가 보여. ,중립,0,[],1,['눈치'],-1,0.269 ,부정,X
325,직위를 남용해서 직원들을 제멋대로 부려먹는 상사를 보고 있자니 구역질이 나.,부정,0,[],1,['구역질'],-1,0.269 ,부정,O
326,부모님께 사랑한다는 말을 더 많이 하지 못해서 후회가 돼.,부정,0,[],1,['후회'],-1,0.269 ,부정,O
327,이자 때문에 당혹스러워.,부정,0,[],1,['당혹'],-1,0.269 ,부정,O
328,일용직인데 어제도 일을 못 나가서 이번 달 생활비가 걱정이야.,부정,0,[],2,"['못', '걱정']",-2,0.119 ,부정,O
329,올해 본 면접 결과가 죄다 불합격이네. 오늘부로 총 스물한 번째야. 힘들어.,부정,0,[],0,[],0,0.500 ,부정,O
330,이번에 이직했는데 회사 사람들이 다들 반차도 안 쓰고 야근만 죽도록 해서 충격이야. 연차 쓰고 싶은데 눈치도 보이고 어떡하지?,부정,0,[],5,"['반', '안', '야근', '충격', '눈치']",-5,0.007 ,부정,O
331,살던 집을 팔고 작은 집으로 이사를 했지만 돈을 더 마련할 수 있어서 편안하고 만족스러워.,긍정,1,['편안'],0,[],1,0.731 ,긍정,O
332,하루에도 몇 통씩 보이스피싱 전화가 오는데 어떻게 된 거야 정말!,부정,0,[],0,[],0,0.500 ,부정,O
333,내가 싫어하던 선배 욕을 하고 있었는데 선배가 그걸 우연히 듣게 되었어.,부정,0,[],1,['욕'],-1,0.269 ,부정,O
334,어렸을 때부터 군인이 되겠다는 꿈을 가졌었는데 중간에 다른 꿈으로 방향을 틀었었거든? 그런데 결국은 두 꿈을 합쳐서 이루게 될 것 같아.,긍정,0,[],0,[],0,0.500 ,부정,X
335,친한 친구들이 갑자기 나를 무시하는 것 같아서 너무 속상해.,부정,1,['친구'],2,"['갑자기', '무시']",-1,0.269 ,부정,O
336,시험을 망쳤더니 부모님께 크게 혼이 나서 너무 슬퍼.,부정,0,[],0,[],0,0.500 ,부정,O
337,태풍 때문에 공무원 시험 날짜가 변경되어 혼란스러워.,부정,0,[],1,['혼란'],-1,0.269 ,부정,O
338,오늘 낮에 회사에서 정말 짜증이 나는 일이 있었어.,부정,0,[],1,['짜증'],-1,0.269 ,부정,O
339,친구들과 함께 있는 생각을 자주 하지만 현실은 나 혼자야. 슬프고 눈물이 나.,부정,1,['친구'],2,"['혼자', '눈물']",-1,0.269 ,부정,O
340,나 선생님께 칭찬을 받았어.,긍정,1,['칭찬'],0,[],1,0.731 ,긍정,O
341,시험이 코 앞인데 아무리 공부를 많이 해도 친구들보다 못 나올까 봐 걱정돼.,부정,1,['친구'],2,"['못', '걱정']",-1,0.269 ,부정,O
342,동네 어르신 병문안을 다녀왔는데 안색이 좋지 않으셔서 걱정이야.,부정,0,[],1,['걱정'],-1,0.269 ,부정,O
343,나랑 잘 맞지 않는 사람을 만나는 것은 힘든 일이야.,부정,0,[],0,[],0,0.500 ,부정,O
344,친구가 따돌림 당하는 사실을 선생님께 신고한 게 밝혀질까 봐 불안해.,부정,1,['친구'],1,['따돌림'],0,0.500 ,부정,O
345,오늘 공기업에 취직했어.,긍정,1,['취직'],0,[],1,0.731 ,긍정,O
346,남자 친구가 자꾸 바람 피우는 거 아니냐고 의심을 하는 데 너무 억울해.,부정,1,['친구'],2,"['바람', '억울']",-1,0.269 ,부정,O
347,같은 직장 동료가 나에게 거짓말을 해서 무척 노여워.,부정,1,['동료'],0,[],1,0.731 ,긍정,X
348,사귀는 남자가 있는데 요즘은 같이 있어도 혼자 있는 기분이 들어.,부정,1,['기분'],1,['혼자'],0,0.500 ,부정,O
349,남편한테 너무 실망했어.,부정,0,[],1,['실망'],-1,0.269 ,부정,O
350,나 성적이 나왔어. 아무한테도 못 보여 주겠어.,부정,0,[],1,['못'],-1,0.269 ,부정,O
351,이 거래처는 한두 번도 아니고 매번 직전에 발주 내용을 바꿔. 지금 너무 열 받아서 확 내지르고 싶은 심정이야.,부정,0,[],0,[],0,0.500 ,부정,O
352,가족들을 항상 신뢰하고 있어.,긍정,1,['가족'],0,[],1,0.731 ,긍정,O
353,대기업에 다니던 남편이 권고사직을 당해서 불안해.,부정,0,[],1,['당하'],-1,0.269 ,부정,O
354,틈만 나면 나를 때리는 친구가 있어서 인적이 드문 길로 걸어 다녀야 해서 불안해.,부정,1,['친구'],0,[],1,0.731 ,긍정,X
355,요새 직장을 계속 다녀야 할지 고민 중이야.,부정,0,[],1,['고민'],-1,0.269 ,부정,O
356,오늘 팀장님께 한 시간 넘게 구박당했어.,부정,0,[],1,['당하'],-1,0.269 ,부정,O
357,재정 상태를 신뢰해.,긍정,0,[],0,[],0,0.500 ,부정,X
358,직원들과 친해지기가 어려워서 힘드네.,중립,0,[],0,[],0,0.500 ,부정,X
359,딸들이 결혼한다는데 얼마 전 도박으로 돈을 꽤 날려서 보태줄 수가 없어서 부끄러워.,부정,0,[],0,[],0,0.500 ,부정,O
360,나랑 맞지 않는 사람을 만나는 것은 정말 힘든 일이야.,중립,0,[],0,[],0,0.500 ,부정,X
361,엄마 때문에 못살겠어. 맨날 잔소리 밖에 안하셔. 오늘도 벌써 세번째야.,부정,0,[],2,"['잔소리', '안']",-2,0.119 ,부정,O
362,이번에 면접을 봤는데 아무래도 부정이 의심돼서 신고하고 싶어.,부정,0,[],0,[],0,0.500 ,부정,O
363,주변 친구들은 다 결혼하는데 나는 연애도 못 하고 너무 한심한 것 같아.,부정,2,"['친구', '연애']",1,['못'],1,0.731 ,긍정,X
364,항상 안 좋았던 다리 관절 재활치료를 아내가 도와주다가 말도 없이 갑자기 화장실에 가버렸는데 서글픈 마음이 드는군.,부정,1,['마음'],3,"['안', '없이', '갑자기']",-2,0.119 ,부정,O
365,회사에 직장상사가 무섭게 생겨서 친해지는 게 두려워.,중립,0,[],0,[],0,0.500 ,부정,X
366,임신하고 나서 쭉 걱정했는데 무사히 아이를 낳아서 다행이야.,긍정,1,['다행'],1,['걱정'],0,0.500 ,부정,X
367,창업한 지 오 년 만에 문을 닫았어. 은퇴하고 시작한 거라 잘됐어야 했는데 너무 화가 나.,부정,1,['잘'],1,['화'],0,0.500 ,부정,O
368,퇴직하고 이제야 원 없이 내 인생 살아야지 했는데 폐암 이래 너무 슬퍼.,부정,0,[],3,"['퇴직', '없이', '폐암']",-3,0.047 ,부정,O
369,노년에 재정적으로 독립이 되어야 고립되지 않고 당당할 수 있을 것 같아.,부정,0,[],0,[],0,0.500 ,부정,O
370,몸이 계속 아파져서 병원을 여러 군데 다니다 보니 나 자신이 비참해지는 것 같아.,부정,1,['자신'],0,[],1,0.731 ,긍정,X
371,동창생이 십오년 만에 나보고 얼굴이 많이 늙었다고 했어. 상처받았어.,부정,1,['동창'],1,['상처'],0,0.500 ,부정,O
372,내가 친구를 다치게 한 거 같아.,부정,1,['친구'],0,[],1,0.731 ,긍정,X
373,남자 친구랑 관계 후 피임이 잘 되지 않은 것 같아. 임신이면 어떡하지?,부정,1,['친구'],0,[],1,0.731 ,긍정,X
374,시험 공부를 하고 자는 동안 공부한 걸 까먹으면 어떡하지?,부정,0,[],0,[],0,0.500 ,부정,O
375,밖에서 우리 부부가 금실이 좋아 보인다는 말을 들으면 어딘가 부끄러워.,중립,0,[],0,[],0,0.500 ,부정,X
376,임신한 아내가 건강하게 출산을 할 수 있을지 걱정이야,중립,1,['건강'],1,['걱정'],0,0.500 ,부정,X
377,제일 저명한 의사에게 건강검진을 받으려 했는데 더 기다려야 한다고 해서 초조해.,중립,1,['제일'],0,[],1,0.731 ,긍정,X
378,사기를 당해서 재정이 바닥났어. 왜 이런 일이 내게 생기는지 화가 나.,부정,0,[],3,"['당하', '왜', '화']",-3,0.047 ,부정,O
379,예전과 다르게 대인 관계를 유지하는 것에 대해 스트레스받지 않기로 했어.,부정,0,[],1,['스트레스'],-1,0.269 ,부정,O
380,업무량이 많아 결국 여름휴가를 가지 못했어.,부정,0,[],0,[],0,0.500 ,부정,O
381,내일이 채용 시험 발표일인데 너무 떨려서 며칠 전부터 잠을 잘 못 자.,부정,1,['잘'],1,['못'],0,0.500 ,부정,O
382,어제 회사 체육대회를 했는데 지금 전신이 쑤시고 너무 무거워.,부정,0,[],0,[],0,0.500 ,부정,O
383,내 육십 평생 살아오면서 마음이 통하는 친구가 있다는 게 정말 만족스러워.,긍정,2,"['마음', '친구']",0,[],2,0.881 ,긍정,O
384,내가 이번에 드디어 승진하게 됐어.,긍정,2,"['드디어', '승진']",0,[],2,0.881 ,긍정,O
385,최근에 백내장 수술하고 회복 중이라 오늘 미용실에 가서 샴푸를 하고 왔어.,긍정,0,[],1,['백내장'],-1,0.269 ,부정,X
386,학교에 가면 친구들이 괴롭혀서 슬퍼.,중립,1,['친구'],0,[],1,0.731 ,긍정,X
387,요즘 하루하루 감사하며 살고 있어.,긍정,1,['감사'],0,[],1,0.731 ,긍정,O
388,일을 구하고 싶은데 아무도 날 고용하지 않을 것 같아서 불안해.,부정,0,[],0,[],0,0.500 ,부정,O
389,우울증 때문에 도박의 늪에 빠져버렸어. 집까지 날려 이젠 갈 데가 없어.,부정,0,[],1,['우울증'],-1,0.269 ,부정,O
390,엄마가 내가 좋아하는 아이돌 콘서트에 같이 가주시겠다고 하셔서 행복해.,긍정,0,[],0,[],0,0.500 ,부정,X
391,친구들이 내 용돈을 뺏어 가는 게 너무 싫어.,부정,1,['친구'],0,[],1,0.731 ,긍정,X
392,상사가 자기가 한 말을 기억하지 못하고 내가 잘못했다고 덮어씌워서 너무 억울하고 화나.,부정,0,[],2,"['잘못', '억울']",-2,0.119 ,부정,O
393,침침한 눈 때문에 끔뻑이는 아내에게 바보 같다고 핀잔을 줬어. 죄책감이 들어.,부정,0,[],2,"['바보', '죄책감']",-2,0.119 ,부정,O
394,고등학교에 입학한 이후 친구가 없어. 너무 서글퍼.,중립,1,['친구'],0,[],1,0.731 ,긍정,X
395,내 신랑은 정말 제대로 하는 게 하나도 없어!,중립,0,[],1,['제대로'],-1,0.269 ,부정,X
396,감기로 아파서 전체 검진도 같이 보기로 했는데 막상 비용이 비싸서 그만 두었어.,부정,0,[],0,[],0,0.500 ,부정,O
